lake_id,period,region,dominant_landcover,nof_lake_type,lake_perimeter,lake_depth,lake_area,lake_number,lake_name,east_nzmg,north_nzmg,median_NH4N_mg/L^-1,band_classification_NH4N,exceeding_national_bottom_line_NH4N1.3,median_CHLA_mg/m^3,band_classification_CHLA,exceeding_national_bottom_line_CHLA12,median_SECCHI_metre,median_TN_mg/m^3,band_classification_TN,national_bottom_line_TN,exceeding_national_bottom_line_TN,median_TP_mg/m^3,band_classification_TP,exceeding_national_bottom_line_TP50,median_TLI3,band_classification_TLI3
47314,2013-2017,Canterbury,Native,Polymictic,417.29,12.22,11612.38,,,2324454,5712252,0.012743,A,FALSE,1.629551,A,FALSE,4.46773,275.2048,A,800,FALSE,16.15213,B,FALSE,2.894357,Oligotrophic (good)
47330,2013-2017,Canterbury,Native,Polymictic,439.93,12.58,11003.63,,,2324838,5717274,0.00647,A,FALSE,1.602338,A,FALSE,4.46773,258.9297,A,800,FALSE,13.8343,B,FALSE,2.798545,Oligotrophic (good)
47334,2013-2017,Canterbury,Native,Polymictic,518.5,13.75,18822.5,,,2321861,5719860,0.007114,A,FALSE,1.822418,A,FALSE,4.46773,279.7067,A,800,FALSE,15.80572,B,FALSE,2.969175,Oligotrophic (good)
47338,2013-2017,Canterbury,Native,Polymictic,519.64,13.77,18432.25,,,2324644,5718780,0.007408,A,FALSE,1.833496,A,FALSE,4.46773,284.7505,A,800,FALSE,15.53688,B,FALSE,2.960339,Oligotrophic (good)
47342,2013-2017,Canterbury,Native,Stratified,646.91,15.52,18647.81,,,2324181,5722393,0.007238,A,FALSE,1.833496,A,FALSE,4.46773,280.2594,B,750,FALSE,15.38704,B,FALSE,2.960339,Oligotrophic (good)
47382,2013-2017,Canterbury,Native,Stratified,714.11,16.38,21417.88,,,2328873,5717227,0.006568,A,FALSE,1.862622,A,FALSE,4.46773,279.103,B,750,FALSE,15.76532,B,FALSE,2.872105,Oligotrophic (good)
47383,2013-2017,Canterbury,Native,Stratified,657.79,15.66,31227,,,2329161,5717321,0.007143,A,FALSE,1.573457,A,FALSE,4.46773,249.3964,B,750,FALSE,13.13421,B,FALSE,2.756599,Oligotrophic (good)
47385,2013-2017,Canterbury,Native,Stratified,626.81,15.25,20779.75,,,2328721,5718015,0.006535,A,FALSE,1.74945,A,FALSE,4.46773,282.2607,B,750,FALSE,15.21949,B,FALSE,2.968931,Oligotrophic (good)
47396,2013-2017,Canterbury,Native,Polymictic,443.8,12.64,11002.13,,,2311417,5736037,0.009506,A,FALSE,1.609641,A,FALSE,4.46773,185.5724,A,800,FALSE,10.20696,B,FALSE,2.70012,Oligotrophic (good)
47399,2013-2017,Canterbury,Native,Stratified,6629.89,55.16,1250000,,,2305837,5742124,0.013771,A,FALSE,1.387528,A,FALSE,5.646347,126.4599,A,750,FALSE,6.366237,A,FALSE,2.365382,Oligotrophic (good)
47404,2013-2017,Canterbury,Native,Stratified,5754.01,51.06,1160000,,,2307786,5744593,0.012043,A,FALSE,1.388137,A,FALSE,4.68158,130.0256,A,750,FALSE,6.471672,A,FALSE,2.36159,Oligotrophic (good)
47406,2013-2017,Canterbury,Native,Stratified,6428.08,54.24,1150000,,,2309428,5746575,0.00917,A,FALSE,1.387528,A,FALSE,4.488929,129.3896,A,750,FALSE,5.802632,A,FALSE,2.359742,Oligotrophic (good)
47414,2013-2017,West Coast,Native,Stratified,3068.84,36.25,341319.7,,,2306156,5752777,0.00758,A,FALSE,1.40966,A,FALSE,4.559419,182.4148,B,750,FALSE,5.662615,A,FALSE,2.4047,Oligotrophic (good)
47416,2013-2017,West Coast,Native,Stratified,938.22,19,26003.31,,,2311640,5751827,0.008724,A,FALSE,1.999424,A,FALSE,4.46773,244.4187,B,750,FALSE,10.60084,B,FALSE,2.684963,Oligotrophic (good)
47417,2013-2017,West Coast,Native,Stratified,614.23,15.09,21403.31,,,2315356,5751696,0.014055,A,FALSE,1.984959,A,FALSE,4.46773,243.1178,B,750,FALSE,9.526922,A,FALSE,2.679033,Oligotrophic (good)
47440,2013-2017,West Coast,Native,Stratified,906.3,18.65,55050,,,2318533,5760411,0.008527,A,FALSE,1.996984,A,FALSE,5.646347,251.348,B,750,FALSE,13.35834,B,FALSE,2.762809,Oligotrophic (good)
47454,2013-2017,West Coast,Pastoral,Stratified,1215.4,21.88,13915.06,,,2305734,5782161,0.023702,A,FALSE,5.313634,C,FALSE,1.736497,895.3606,D,750,TRUE,18.89069,B,FALSE,4.499356,Eutrophic (poor)
47491,2013-2017,West Coast,Native,Stratified,10338.02,70.26,4710000,531,Lake IANTHE,2316323,5791914,0.01592,A,FALSE,9.116174,C,FALSE,1.370287,781.2827,D,750,TRUE,30.57798,C,FALSE,4.886036,Eutrophic (poor)
47492,2013-2017,West Coast,Native,Stratified,816.32,17.61,12005.63,,,2307099,5795730,0.01394,A,FALSE,8.004923,C,FALSE,1.277714,784.975,D,750,TRUE,26.73102,C,FALSE,5.022009,Supertrophic (very poor)
47504,2013-2017,Canterbury,Pastoral,Polymictic,525.05,13.85,12765.5,,,2334337,5651078,0.009163,A,FALSE,3.371197,B,FALSE,7.022474,317.7538,B,800,FALSE,18.03415,B,FALSE,3.824994,Mesotrophic (average)
47549,2013-2017,Canterbury,Pastoral,Stratified,2823.04,34.64,40026,,,2375117,5653903,0.018681,A,FALSE,3.871615,B,FALSE,2.301185,1103.386,D,750,TRUE,38.76482,C,FALSE,4.548151,Eutrophic (poor)
47551,2013-2017,Canterbury,Pastoral,Stratified,1156.77,21.3,19798.06,,,2381614,5660751,0.025193,A,FALSE,4.014863,B,FALSE,2.305368,1009.005,D,750,TRUE,26.37861,C,FALSE,4.532573,Eutrophic (poor)
47568,2013-2017,Canterbury,Pastoral,Stratified,2060.36,29.18,17362.13,,,2455153,5704533,0.029384,A,FALSE,2.936328,B,FALSE,1.649637,1223.096,D,750,TRUE,15.2332,B,FALSE,4.34596,Eutrophic (poor)
47575,2013-2017,Canterbury,Pastoral,Polymictic,593.35,14.8,12934.81,,,2485053,5710899,0.017917,A,FALSE,5.349187,C,FALSE,1.681358,1019.614,D,800,TRUE,26.77586,C,FALSE,4.528226,Eutrophic (poor)
47579,2013-2017,,Pastoral,Stratified,18134.71,95.44,5590000,,,2489581,5711625,0.014513,A,FALSE,20.46019,D,TRUE,1.279927,780.4891,D,750,TRUE,76.74866,D,TRUE,5.088755,Supertrophic (very poor)
47616,2013-2017,Canterbury,Pastoral,Stratified,657.04,15.65,20683.38,,,2343949,5674580,0.009612,A,FALSE,3.725491,B,FALSE,6.394294,350.6698,C,750,FALSE,18.2735,B,FALSE,3.789287,Mesotrophic (average)
47710,2013-2017,Canterbury,Urban area,Stratified,844.31,17.94,11506.13,,,2390061,5667293,0.019317,A,FALSE,3.715901,B,FALSE,1.789155,935.2272,D,750,TRUE,21.41602,C,FALSE,4.366196,Eutrophic (poor)
47717,2013-2017,Canterbury,Pastoral,Stratified,934.98,18.97,51730.31,,,2350060,5701633,0.012331,A,FALSE,3.163381,B,FALSE,7.012684,358.8276,C,750,FALSE,16.8662,B,FALSE,3.980763,Mesotrophic (average)
47718,2013-2017,Canterbury,Pastoral,Stratified,867.63,18.21,13152.38,,,2359865,5700850,0.012187,A,FALSE,2.92338,B,FALSE,7.095212,337.2325,B,750,FALSE,13.0666,B,FALSE,3.6715,Mesotrophic (average)
47762,2013-2017,Canterbury,Pastoral,Polymictic,478.21,13.16,13676.06,,,2344882,5723188,0.005546,A,FALSE,2.695934,B,FALSE,6.591692,352.9009,B,800,FALSE,16.95543,B,FALSE,3.856692,Mesotrophic (average)
47764,2013-2017,Canterbury,Pastoral,Polymictic,569.57,14.48,23539.63,,,2334745,5726442,0.007421,A,FALSE,1.582571,A,FALSE,4.46773,251.0065,A,800,FALSE,13.16367,B,FALSE,2.778995,Oligotrophic (good)
47767,2013-2017,Canterbury,Exotic forest,Polymictic,467.61,13,10770.19,,,2338051,5723928,0.009062,A,FALSE,3.901907,B,FALSE,6.608561,370.7724,B,800,FALSE,18.11439,B,FALSE,4.016964,Eutrophic (poor)
47791,2013-2017,Canterbury,Pastoral,Stratified,684.93,16.01,22934,,,2348004,5733801,0.012469,A,FALSE,3.745584,B,FALSE,7.000736,421.4343,C,750,FALSE,18.30947,B,FALSE,4.042601,Eutrophic (poor)
47814,2013-2017,Canterbury,Native,Stratified,887.73,18.44,36020.88,,,2347621,5743201,0.012373,A,FALSE,1.649819,A,FALSE,4.559419,278.0729,B,750,FALSE,16.43806,B,FALSE,2.905861,Oligotrophic (good)
47832,2013-2017,Canterbury,Pastoral,Polymictic,417.52,12.22,10476.44,,,2357907,5731513,0.013664,A,FALSE,3.864697,B,FALSE,6.864237,452.9662,B,800,FALSE,18.43236,B,FALSE,4.065862,Eutrophic (poor)
47833,2013-2017,Canterbury,Pastoral,Stratified,1345.45,23.13,44815.25,,,2358083,5731795,0.012862,A,FALSE,3.230181,B,FALSE,7.018413,430.6811,C,750,FALSE,19.29632,B,FALSE,4.01246,Eutrophic (poor)
47835,2013-2017,Canterbury,Pastoral,Stratified,622.21,15.19,24483.13,,,2358883,5730528,0.013739,A,FALSE,3.958764,B,FALSE,6.854619,465.0259,C,750,FALSE,18.56869,B,FALSE,4.098434,Eutrophic (poor)
47836,2013-2017,Canterbury,Pastoral,Stratified,839.01,17.88,26726.44,,,2358929,5730845,0.014095,A,FALSE,4.037294,B,FALSE,6.854619,461.3676,C,750,FALSE,18.88522,B,FALSE,4.103088,Eutrophic (poor)
47858,2013-2017,Canterbury,Native,Polymictic,430.2,12.42,10004.94,,,2362724,5735778,0.009154,A,FALSE,3.942382,B,FALSE,3.462193,409.2987,B,800,FALSE,18.42914,B,FALSE,4.104357,Eutrophic (poor)
47859,2013-2017,Canterbury,Pastoral,Stratified,1980.68,28.55,94861.88,,,2363190,5735390,0.012794,A,FALSE,1.435976,A,FALSE,4.322676,455.8644,C,750,FALSE,11.37413,B,FALSE,3.438572,Mesotrophic (average)
47860,2013-2017,Canterbury,Pastoral,Stratified,1705.74,26.32,193434.7,,,2366774,5738063,0.012938,A,FALSE,2.348224,B,FALSE,4.156836,411.0193,C,750,FALSE,18.12022,B,FALSE,3.665755,Mesotrophic (average)
47869,2013-2017,Canterbury,Native,Stratified,1538.47,24.88,100371.4,,,2368230,5740246,0.012281,A,FALSE,3.068563,B,FALSE,6.441896,299.2946,B,750,FALSE,17.60151,B,FALSE,3.161114,Mesotrophic (average)
47871,2013-2017,Canterbury,Pastoral,Stratified,756.79,16.9,33571.38,,,2367053,5741388,0.013854,A,FALSE,3.623909,B,FALSE,6.45962,448.2018,C,750,FALSE,19.17954,B,FALSE,4.051431,Eutrophic (poor)
47872,2013-2017,Canterbury,Pastoral,Polymictic,518.98,13.76,18384.94,,,2366549,5743434,0.013268,A,FALSE,3.386386,B,FALSE,6.282298,407.2041,B,800,FALSE,20.24555,C,FALSE,4.056484,Eutrophic (poor)
47877,2013-2017,Canterbury,Native,Stratified,1128.39,21.01,69574.25,,,2368267,5742631,0.012612,A,FALSE,4.13674,B,FALSE,5.74323,326.8501,B,750,FALSE,17.78066,B,FALSE,3.679299,Mesotrophic (average)
47878,2013-2017,Canterbury,Native,Polymictic,540.57,14.07,18878.56,,,2358279,5749920,0.012254,A,FALSE,4.075768,B,FALSE,6.45962,340.6714,B,800,FALSE,19.42331,B,FALSE,3.961547,Mesotrophic (average)
47879,2013-2017,Canterbury,Pastoral,Polymictic,524.56,13.84,13416,,,2359488,5747281,0.013721,A,FALSE,3.423222,B,FALSE,6.619017,389.3464,B,800,FALSE,19.00088,B,FALSE,4.022216,Eutrophic (poor)
47890,2013-2017,Canterbury,Native,Polymictic,472.44,13.07,12702.06,,,2360441,5755314,0.015742,A,FALSE,3.95918,B,FALSE,7.586434,453.1461,B,800,FALSE,21.45613,C,FALSE,4.154638,Eutrophic (poor)
47892,2013-2017,Canterbury,Pastoral,Stratified,22958.79,108.53,6950000,571,Lake HERON,2362643,5746534,0.008883,A,FALSE,2.004078,B,FALSE,7.040206,146.2823,A,750,FALSE,9.303226,A,FALSE,2.960071,Oligotrophic (good)
47897,2013-2017,Canterbury,Native,Polymictic,448.75,12.71,14807.44,,,2367433,5757114,0.014072,A,FALSE,1.602228,A,FALSE,4.46773,274.6428,A,800,FALSE,14.90935,B,FALSE,2.890017,Oligotrophic (good)
47918,2013-2017,Canterbury,Pastoral,Stratified,1108.29,20.81,10454.06,,,2395793,5754049,0.012325,A,FALSE,3.170934,B,FALSE,6.008038,371.1967,C,750,FALSE,28.50109,C,FALSE,4.117091,Eutrophic (poor)
47920,2013-2017,Canterbury,Native,Stratified,2347.53,31.33,28811.38,,,2391056,5757877,0.012205,A,FALSE,3.255742,B,FALSE,6.131142,365.0978,C,750,FALSE,21.39036,C,FALSE,3.981671,Mesotrophic (average)
47921,2013-2017,Canterbury,Pastoral,Stratified,944.86,19.08,34849.81,,,2392762,5758502,0.012411,A,FALSE,3.222348,B,FALSE,6.041715,369.9216,C,750,FALSE,22.00754,C,FALSE,4.013266,Eutrophic (poor)
47940,2013-2017,Canterbury,Pastoral,Polymictic,442.33,12.61,12656.81,,,2402342,5693910,0.015585,A,FALSE,4.395146,B,FALSE,3.719881,894.381,D,800,TRUE,34.57301,C,FALSE,4.499094,Eutrophic (poor)
47943,2013-2017,Canterbury,Pastoral,Polymictic,467.83,13,16169.69,,,2406093,5697489,0.015862,A,FALSE,4.535804,B,FALSE,3.794839,865.4871,D,800,TRUE,32.12382,C,FALSE,4.508815,Eutrophic (poor)
47962,2013-2017,Canterbury,Pastoral,Stratified,700.34,16.2,14669.56,,,2397413,5741932,0.009283,A,FALSE,5.113,C,FALSE,4.613314,415.1207,C,750,FALSE,22.64201,C,FALSE,4.127031,Eutrophic (poor)
47966,2013-2017,Canterbury,Native,Stratified,774.86,17.12,23573.44,,,2397901,5746648,0.014572,A,FALSE,3.657079,B,FALSE,4.773988,436.4642,C,750,FALSE,19.47458,B,FALSE,3.866493,Mesotrophic (average)
47969,2013-2017,Canterbury,Pastoral,Polymictic,580.33,14.63,19636.13,,,2403023,5743537,0.013127,A,FALSE,5.374558,C,FALSE,4.704,480.1668,B,800,FALSE,29.84209,C,FALSE,4.296653,Eutrophic (poor)
47979,2013-2017,Canterbury,Pastoral,Stratified,732.63,16.61,28536.56,,,2410675,5741926,0.012175,A,FALSE,5.179548,C,FALSE,5.613139,473.5675,C,750,FALSE,30.31324,C,FALSE,4.358009,Eutrophic (poor)
47981,2013-2017,Canterbury,Pastoral,Polymictic,416.5,12.21,11088.13,,,2410704,5742784,0.013422,A,FALSE,4.950461,B,FALSE,5.456784,463.9001,B,800,FALSE,30.60721,C,FALSE,4.340665,Eutrophic (poor)
48018,2013-2017,Canterbury,Pastoral,Stratified,1583.86,25.28,53508.69,,,2400739,5755947,0.012229,A,FALSE,2.788445,B,FALSE,7.92399,382.192,C,750,FALSE,15.82532,B,FALSE,3.818548,Mesotrophic (average)
48019,2013-2017,Canterbury,Pastoral,Stratified,765.94,17.01,34124.69,,,2401676,5755013,0.012873,A,FALSE,3.312953,B,FALSE,7.582947,407.5844,C,750,FALSE,17.81588,B,FALSE,4.053461,Eutrophic (poor)
48020,2013-2017,Canterbury,Pastoral,Polymictic,493.39,13.39,12470.88,,,2396950,5756933,0.013732,A,FALSE,3.579938,B,FALSE,6.432501,419.3828,B,800,FALSE,17.5743,B,FALSE,3.919992,Mesotrophic (average)
48023,2013-2017,Canterbury,Pastoral,Polymictic,564.16,14.4,21343.75,,,2398833,5757620,0.006949,A,FALSE,3.09234,B,FALSE,7.762689,365.2578,B,800,FALSE,17.87078,B,FALSE,3.954139,Mesotrophic (average)
48027,2013-2017,Canterbury,Native,Stratified,650.56,15.57,17068.25,,,2402356,5753934,0.012838,A,FALSE,3.714469,B,FALSE,7.104262,344.2731,B,750,FALSE,12.98908,B,FALSE,3.799477,Mesotrophic (average)
48078,2013-2017,Canterbury,Pastoral,Stratified,693.13,16.11,22377.94,,,2425732,5750042,0.007693,A,FALSE,4.044205,B,FALSE,4.184799,483.055,C,750,FALSE,18.16896,B,FALSE,4.037813,Eutrophic (poor)
48153,2013-2017,Canterbury,Pastoral,Polymictic,410.8,12.12,10130.44,,,2457904,5713385,0.034378,B,FALSE,2.931675,B,FALSE,1.613503,1162.293,D,800,TRUE,18.7689,B,FALSE,4.345311,Eutrophic (poor)
48161,2013-2017,Canterbury,Pastoral,Stratified,1248.63,22.21,61762.5,,,2465463,5718765,0.026673,A,FALSE,3.201324,B,FALSE,1.903291,1130.129,D,750,TRUE,30.96561,C,FALSE,4.441247,Eutrophic (poor)
48163,2013-2017,Canterbury,Pastoral,Stratified,778.75,17.17,10280.63,,,2464440,5722981,0.025262,A,FALSE,3.274135,B,FALSE,1.830586,1154.453,D,750,TRUE,19.39018,B,FALSE,4.358404,Eutrophic (poor)
48177,2013-2017,Canterbury,Pastoral,Polymictic,137659.2,2.1,198000000,,,2468141,5713381,0.013925,A,FALSE,16.41409,D,TRUE,0.533142,1212.73,D,800,TRUE,121.6324,D,TRUE,5.281201,Supertrophic (very poor)
48179,2013-2017,Canterbury,Pastoral,Stratified,807.2,17.51,33753.63,,,2471847,5717844,0.023133,A,FALSE,3.432736,B,FALSE,1.102778,1169.903,D,750,TRUE,24.43696,C,FALSE,4.426811,Eutrophic (poor)
48188,2013-2017,Canterbury,Pastoral,Stratified,1109.59,20.82,52305.94,,,2387613,5769245,0.012488,A,FALSE,2.640785,B,FALSE,7.575757,319.2053,B,750,FALSE,16.93594,B,FALSE,3.607447,Mesotrophic (average)
48189,2013-2017,Canterbury,Pastoral,Polymictic,500.41,13.49,10623.56,,,2387178,5769806,0.012704,A,FALSE,3.203193,B,FALSE,7.807528,322.6224,B,800,FALSE,17.45801,B,FALSE,3.665478,Mesotrophic (average)
48192,2013-2017,Canterbury,Pastoral,Stratified,926.86,18.88,20115.38,,,2390582,5766983,0.012884,A,FALSE,4.355556,B,FALSE,6.671479,426.3685,C,750,FALSE,17.81261,B,FALSE,3.950334,Mesotrophic (average)
48197,2013-2017,Canterbury,Pastoral,Polymictic,511.05,13.65,18461.13,,,2393254,5766228,0.00631,A,FALSE,3.358452,B,FALSE,7.249855,379.0054,B,800,FALSE,16.12813,B,FALSE,3.853173,Mesotrophic (average)
48198,2013-2017,Canterbury,Pastoral,Polymictic,480.41,13.19,13439.88,,,2394765,5765049,0.013119,A,FALSE,3.378773,B,FALSE,8.457665,389.9488,B,800,FALSE,19.93595,B,FALSE,4.069745,Eutrophic (poor)
48202,2013-2017,Canterbury,Pastoral,Polymictic,480.52,13.2,13838.5,,,2394664,5766021,0.006599,A,FALSE,3.792468,B,FALSE,7.247208,398.2973,B,800,FALSE,15.49189,B,FALSE,3.873116,Mesotrophic (average)
48204,2013-2017,Canterbury,Pastoral,Stratified,970.55,19.36,50599.69,,,2377259,5770622,0.013526,A,FALSE,3.532866,B,FALSE,6.847065,408.118,C,750,FALSE,17.81108,B,FALSE,3.944974,Mesotrophic (average)
48207,2013-2017,Canterbury,Native,Stratified,3191.53,37.03,141759.7,,,2382972,5775300,0.011757,A,FALSE,1.677688,A,FALSE,7.575757,149.6664,A,750,FALSE,7.32808,A,FALSE,2.766041,Oligotrophic (good)
48209,2013-2017,Canterbury,Pastoral,Stratified,1472.52,24.29,84485.94,,,2381825,5777059,0.012115,A,FALSE,2.340739,B,FALSE,6.425838,390.5661,C,750,FALSE,16.02013,B,FALSE,3.687047,Mesotrophic (average)
48213,2013-2017,Canterbury,Pastoral,Stratified,4784.04,30,654373,551,Lake SELFE,2389692,5773127,0.011459,A,FALSE,2.086226,B,FALSE,8.420329,193.6782,B,750,FALSE,6.928815,A,FALSE,3.032911,Mesotrophic (average)
48215,2013-2017,Canterbury,Pastoral,Stratified,1304.22,22.74,57650.5,,,2387679,5774568,0.012099,A,FALSE,3.357602,B,FALSE,7.935317,393.9186,C,750,FALSE,17.89499,B,FALSE,3.859765,Mesotrophic (average)
48216,2013-2017,Canterbury,Pastoral,Stratified,838.59,17.88,43493.44,,,2388187,5774263,0.011292,A,FALSE,4.973843,B,FALSE,8.274493,384.5259,C,750,FALSE,17.67296,B,FALSE,4.015372,Eutrophic (poor)
48217,2013-2017,Canterbury,Pastoral,Polymictic,2781.67,3,176329.8,552,Lake EVELYN,2391207,5771736,0.011986,A,FALSE,1.579927,A,FALSE,8.259045,267.5349,A,800,FALSE,9.176334,A,FALSE,3.05712,Mesotrophic (average)
48266,2013-2017,Canterbury,Urban area,Polymictic,524.61,13.84,12258.31,,,2475094,5733848,0.014478,A,FALSE,6.840433,C,FALSE,2.097807,773.5538,C,800,FALSE,28.60324,C,FALSE,4.551767,Eutrophic (poor)
48323,2013-2017,Canterbury,Urban area,Polymictic,593.18,14.8,22989.19,,,2474018,5737339,0.018588,A,FALSE,3.315155,B,FALSE,2.004982,1142.319,D,800,TRUE,22.3724,C,FALSE,4.400671,Eutrophic (poor)
48324,2013-2017,Canterbury,Pastoral,Stratified,1018.79,19.88,42844.75,,,2472721,5738184,0.020007,A,FALSE,3.671206,B,FALSE,1.830576,1137.594,D,750,TRUE,24.88298,C,FALSE,4.453296,Eutrophic (poor)
48326,2013-2017,Canterbury,Pastoral,Stratified,957.15,19.21,49083.88,,,2475860,5739213,0.022368,A,FALSE,3.244927,B,FALSE,1.883952,1151.603,D,750,TRUE,21.82319,C,FALSE,4.436699,Eutrophic (poor)
48329,2013-2017,Canterbury,Pastoral,Polymictic,538.96,14.05,12200.69,,,2469074,5742229,0.017438,A,FALSE,5.498594,C,FALSE,1.901647,1120.664,D,800,TRUE,28.65213,C,FALSE,4.61011,Eutrophic (poor)
48342,2013-2017,Canterbury,Urban area,Stratified,617.7,15.13,19042.06,,,2479489,5742130,0.0202,A,FALSE,3.483934,B,FALSE,2.192542,836.8811,D,750,TRUE,19.50388,B,FALSE,4.180881,Eutrophic (poor)
48347,2013-2017,Canterbury,Urban area,Polymictic,479.46,13.18,10627.06,,,2466937,5748624,0.017667,A,FALSE,5.429245,C,FALSE,2.372659,1085.085,D,800,TRUE,28.75376,C,FALSE,4.666687,Eutrophic (poor)
48348,2013-2017,Canterbury,Pastoral,Stratified,831.77,17.8,22717.31,,,2470917,5748489,0.016085,A,FALSE,5.823777,C,FALSE,2.009288,1090.875,D,750,TRUE,28.85305,C,FALSE,4.672245,Eutrophic (poor)
48353,2013-2017,Canterbury,Exotic forest,Stratified,1262.71,22.34,14715.75,,,2476958,5752973,0.032164,B,FALSE,3.224253,B,FALSE,2.209281,853.4328,D,750,TRUE,17.76394,B,FALSE,4.147925,Eutrophic (poor)
48356,2013-2017,Canterbury,Pastoral,Stratified,822.65,17.69,12115.69,,,2477896,5753110,0.012916,A,FALSE,3.689331,B,FALSE,3.886362,373.7942,C,750,FALSE,27.85053,C,FALSE,4.101565,Eutrophic (poor)
48359,2013-2017,Canterbury,Pastoral,Stratified,800.83,17.43,27782.13,,,2474240,5758041,0.019394,A,FALSE,3.900986,B,FALSE,2.052762,1117.959,D,750,TRUE,25.04576,C,FALSE,4.565352,Eutrophic (poor)
48372,2013-2017,Canterbury,Native,Polymictic,605.66,14.97,10086.75,,,2348754,5759452,0.010912,A,FALSE,1.984959,A,FALSE,4.46773,192.7344,A,800,FALSE,11.6543,B,FALSE,2.680322,Oligotrophic (good)
48374,2013-2017,Canterbury,Native,Stratified,4104.52,42.47,463965.2,,,2338244,5764849,0.013141,A,FALSE,1.393705,A,FALSE,5.710694,146.117,A,750,FALSE,7.59271,A,FALSE,2.384364,Oligotrophic (good)
48375,2013-2017,Canterbury,Native,Polymictic,591.14,14.77,11269.06,,,2340375,5768534,0.012184,A,FALSE,2.001569,B,FALSE,5.699288,256.8611,A,800,FALSE,14.85576,B,FALSE,2.792355,Oligotrophic (good)
48381,2013-2017,Canterbury,Native,Stratified,3029.09,35.99,177214.8,,,2340892,5768177,0.011669,A,FALSE,1.385218,A,FALSE,6.129813,196.3629,B,750,FALSE,7.145621,A,FALSE,2.421695,Oligotrophic (good)
48384,2013-2017,Canterbury,Native,Stratified,710.27,16.33,28839.38,,,2342953,5770897,0.007275,A,FALSE,1.609641,A,FALSE,4.559419,252.8565,B,750,FALSE,13.38889,B,FALSE,2.796637,Oligotrophic (good)
48387,2013-2017,West Coast,Native,Stratified,2171.93,30.03,230807.4,,,2343637,5779108,0.008215,A,FALSE,1.393192,A,FALSE,5.710694,203.889,B,750,FALSE,6.714859,A,FALSE,2.454545,Oligotrophic (good)
48393,2013-2017,West Coast,Native,Stratified,1296.13,22.66,27860.69,,,2339363,5781645,0.00728,A,FALSE,1.996984,A,FALSE,4.46773,248.8456,B,750,FALSE,13.61388,B,FALSE,2.764214,Oligotrophic (good)
48395,2013-2017,West Coast,Native,Stratified,1527.82,24.79,124186.8,,,2340328,5784054,0.00762,A,FALSE,1.649103,A,FALSE,4.559419,236.5981,B,750,FALSE,12.20061,B,FALSE,2.61031,Oligotrophic (good)
48406,2013-2017,Canterbury,Native,Polymictic,494.07,13.4,11570.19,,,2357656,5763302,0.013429,A,FALSE,3.521515,B,FALSE,8.049732,412.5768,B,800,FALSE,18.85725,B,FALSE,4.01345,Eutrophic (poor)
48412,2013-2017,Canterbury,Native,Polymictic,428.54,12.4,10173.19,,,2353724,5772587,0.010431,A,FALSE,1.958827,A,FALSE,4.46773,185.5787,A,800,FALSE,9.46035,A,FALSE,2.678335,Oligotrophic (good)
48413,2013-2017,Canterbury,Native,Polymictic,557.53,14.31,20747.25,,,2353681,5773344,0.013999,A,FALSE,1.958827,A,FALSE,4.46773,185.5008,A,800,FALSE,9.505548,A,FALSE,2.678335,Oligotrophic (good)
48429,2013-2017,Canterbury,Pastoral,Stratified,748.83,16.81,17709.63,,,2377392,5768832,0.013788,A,FALSE,4.090846,B,FALSE,5.986441,408.7632,C,750,FALSE,20.03049,C,FALSE,3.962211,Mesotrophic (average)
48438,2013-2017,Canterbury,Pastoral,Polymictic,387.93,11.74,10053.94,,,2392154,5760831,0.014464,A,FALSE,4.109846,B,FALSE,7.164882,455.7462,B,800,FALSE,18.29858,B,FALSE,4.055418,Eutrophic (poor)
48442,2013-2017,Canterbury,Pastoral,Stratified,776.76,17.14,22898.13,,,2393814,5759929,0.013804,A,FALSE,2.979548,B,FALSE,7.982162,404.4536,C,750,FALSE,16.88372,B,FALSE,3.949156,Mesotrophic (average)
48445,2013-2017,Canterbury,Pastoral,Stratified,1088.51,20.61,64264.94,,,2395049,5761077,0.012528,A,FALSE,3.101344,B,FALSE,6.695323,386.632,C,750,FALSE,17.86068,B,FALSE,3.818793,Mesotrophic (average)
48446,2013-2017,Canterbury,Pastoral,Stratified,1020.61,19.9,24344.81,,,2395185,5761816,0.011293,A,FALSE,2.840983,B,FALSE,7.722164,421.6522,C,750,FALSE,19.8499,B,FALSE,3.878672,Mesotrophic (average)
48447,2013-2017,Canterbury,Pastoral,Polymictic,1957.77,10,174514.9,560,Lake GEORGINA,2393918,5764587,0.012196,A,FALSE,2.26305,B,FALSE,8.180051,449.2922,B,800,FALSE,13.57369,B,FALSE,3.564968,Mesotrophic (average)
48450,2013-2017,Canterbury,Pastoral,Stratified,803.83,17.47,19427.06,,,2390512,5766421,0.006689,A,FALSE,4.203772,B,FALSE,6.876007,409.0773,C,750,FALSE,16.61223,B,FALSE,3.851396,Mesotrophic (average)
48451,2013-2017,Canterbury,Pastoral,Stratified,49992.44,200,36900000,556,Lake COLERIDGE,2388218,5767173,0.008712,A,FALSE,0.69244,A,FALSE,7.885235,58.41053,A,750,FALSE,8.358479,A,FALSE,1.948795,Microtrophic (very good)
